TextRegion ID,TextLine ID,TextRegion Coords,TextEquiv Text
region_088a2c1e-9161-4940-98c9-62a880a8bd4b,line_416dcac0-d74a-457c-8826-a47645148322,"5730,2772 5964,2772 5975,2764 6929,2769 7005,2757 7037,2756 7049,2767 7137,2767 7142,2761 7142,2812 7089,2812 7034,2859 6762,2855 6750,2844 6710,2844 6702,2836 6573,2836 6543,2863 6516,2864 6505,2875 6395,2876 6343,2836 6171,2836 6156,2821 6099,2821 5995,2825 5960,2858 5730,2860",. . Naar X. Nederlandsch- Indie. teruggekoord.
region_088a2c1e-9161-4940-98c9-62a880a8bd4b,line_1e0c55d6-52dc-46c0-a9f2-8cc69df6040e,"4339,2836 4457,2836 4481,2859 4493,2859 4517,2836 4853,2831 4861,2839 4877,2839 4897,2857 4921,2857 4931,2866 4969,2839 5024,2839 5040,2855 5080,2859 5120,2828 5159,2828 5199,2858 5224,2851 5249,2855 5280,2828 5420,2832 5452,2820 5581,2819 5612,2831 5693,2833 5693,2884 5600,2886 5584,2902 5532,2902 5516,2918 4553,2925 4541,2937 4339,2937",den 147. Mat 19 2 Jon: Wederlande. aangekomen f 394. Infit. /.
region_088a2c1e-9161-4940-98c9-62a880a8bd4b,line_7f7932f9-8f95-4a62-96b4-ce9cb787ea09,"5727,2865 6010,2865 6056,2900 6100,2901 6120,2881 6501,2873 6509,2865 6538,2867 6575,2834 6778,2846 6791,2832 6791,2883 6678,2879 6631,2925 6579,2922 6561,2937 6455,2940 6409,2965 6271,2973 6259,2984 5987,2984 5960,2961 5952,2968 5727,2964",de m Gu Maljaman
region_088a2c1e-9161-4940-98c9-62a880a8bd4b,aa8b4b72-91c6-4d8f-aada-ebb1d885832a,"5207,2906 5501,2902 5501,2953 5207,2953",G
region_088a2c1e-9161-4940-98c9-62a880a8bd4b,line_785c98e7-413f-4e82-90b6-0f0d04581eae,"4523,2909 4593,2909 4605,2902 4960,2902 4960,2953 4523,2967",G
region_088a2c1e-9161-4940-98c9-62a880a8bd4b,line_5c437e53-0eac-4d77-8399-7c87afe18085,"6904,2853 7025,2853 7034,2861 7068,2830 7121,2830 7121,2881 7080,2881 7037,2921 6904,2917",2
region_088a2c1e-9161-4940-98c9-62a880a8bd4b,line_07c47641-ea43-48d3-a6b8-fc3a0a1f8704,"4650,2974 4978,2970 4978,3021 4650,3021",G
region_088a2c1e-9161-4940-98c9-62a880a8bd4b,beafdd3f-5f71-4526-91f0-046bce3ae956,"6995,2916 7037,2920 7053,2905 7171,2905 7180,2896 7213,2896 7213,2947 7049,2947 7025,2957 6995,2941",.
region_088a2c1e-9161-4940-98c9-62a880a8bd4b,b1a49102-b328-4826-89ef-d7dead8e850f,"5249,2970 5551,2970 5551,3021 5249,3021",G
region_088a2c1e-9161-4940-98c9-62a880a8bd4b,a05e7bc1-998e-462a-9034-b792c68da7cd,"5765,2968 5951,2968 5963,2960 5973,2969 5992,2969 6011,2985 6477,2976 6497,2996 6523,2997 6555,3012 6606,3008 6622,3021 6809,3016 6822,3028 6836,3029 6858,3017 6903,3017 6958,3056 6987,3061 6987,3113 6945,3155 6826,3155 6811,3170 6761,3175 6478,3170 6123,3178 6075,3135 6011,3135 5990,3125 5979,3132 5960,3116 5948,3119 5871,3044 5765,3044",d e e e e e e e
region_088a2c1e-9161-4940-98c9-62a880a8bd4b,line_5162f8d6-e11b-429a-b3cf-be8100280515,"6998,2951 7041,2958 7052,2948 7192,2948 7192,2999 7088,3001 7038,3047 6998,3021",1
region_088a2c1e-9161-4940-98c9-62a880a8bd4b,e4c0871a-f0c7-46cc-9263-3a02ddb23292,"4755,3028 5380,3028 5400,3048 5516,3048 5547,3073 5819,3072 5851,3093 5912,3083 5912,3134 5887,3134 5864,3145 5814,3186 5799,3180 5781,3196 5666,3192 5626,3219 5615,3211 5516,3203 5509,3196 5496,3208 5488,3201 5328,3201 5274,3250 5218,3251 5208,3250 5172,3215 4913,3215 4897,3203 4755,3204",h  h
region_088a2c1e-9161-4940-98c9-62a880a8bd4b,ecf3c6da-04e1-4be7-84ca-160c809ed933,"5833,3034 5903,3034 5903,3085 5878,3086 5870,3094 5833,3086",
region_088a2c1e-9161-4940-98c9-62a880a8bd4b,e05d7317-9991-409b-a7cb-2fb6a6ce8c17,"7002,3029 7039,3018 7214,3014 7214,3065 7193,3067 7173,3086 7059,3090 7040,3074 7002,3076",
region_088a2c1e-9161-4940-98c9-62a880a8bd4b,df22065b-2e81-496f-ad1d-bbaea47722ba,"7013,3076 7039,3071 7063,3092 7174,3088 7186,3078 7211,3078 7211,3129 7190,3129 7174,3144 7013,3144",v
region_088a2c1e-9161-4940-98c9-62a880a8bd4b,line_59aaf39b-8c05-4cec-81b9-1db797f5f131,"7027,3164 7072,3132 7203,3130 7203,3181 7088,3187 7027,3245",
region_088a2c1e-9161-4940-98c9-62a880a8bd4b,line_06116eaf-b249-48d3-8c89-cb730a247931,"7030,3190 7037,3185 7060,3200 7238,3197 7238,3248 7158,3254 7052,3254 7040,3245 7030,3250",
f5ccf70d-e938-4d49-b8bd-1eaef6e165ba,line_84b7e221-82c6-4672-8a65-a9750306970a,"4749,3268 5312,3267 5334,3280 5350,3264 5430,3272 5441,3264 5486,3263 5822,3267 5838,3283 5873,3287 5893,3275 5963,3279 6061,3271 6114,3280 6114,3332 5993,3332 5975,3334 5965,3344 4749,3357","Berch, Afuw, AtAfoan Bern. Mijm: na: 0 24. ddo : 2al. a har 9 2. ."
f5ccf70d-e938-4d49-b8bd-1eaef6e165ba,line_1dcd61ea-e761-4a61-b470-ad69a52dd738,"4875,3357 4944,3357 4956,3350 5171,3350 5171,3401 4875,3399",G
f5ccf70d-e938-4d49-b8bd-1eaef6e165ba,line_1675fec9-b544-4f04-8880-a629f2edee64,"5480,3348 5842,3349 5842,3400 5480,3400",G
f5ccf70d-e938-4d49-b8bd-1eaef6e165ba,line_24aa70cd-f200-40d7-b54e-86c79b4cc097,"5644,3403 5831,3403 5831,3454 5644,3454",2
f5ccf70d-e938-4d49-b8bd-1eaef6e165ba,ddac8c3f-0946-4180-955a-1dd73c069fe2,"4976,3471 5348,3471 5348,3522 4976,3519",G
f5ccf70d-e938-4d49-b8bd-1eaef6e165ba,line_38ff3820-e2f5-4541-931a-9adcc1cea474,"5655,3469 5904,3469 5901,3522 5655,3522",2
f5ccf70d-e938-4d49-b8bd-1eaef6e165ba,a3d25cf3-d1ca-4bb6-b19e-7e5a74173569,"4912,3535 5447,3535 5447,3586 4912,3587",
f5ccf70d-e938-4d49-b8bd-1eaef6e165ba,line_1cc122bd-8b4c-45c1-a46c-15d5a387d616,"5677,3536 5921,3533 5921,3584 5677,3583",2
f5ccf70d-e938-4d49-b8bd-1eaef6e165ba,line_7407582b-064a-4335-8e06-623bfe3bb63f,"4957,3591 5422,3601 5422,3652 4957,3652",G
f5ccf70d-e938-4d49-b8bd-1eaef6e165ba,f054c5e3-02d1-4bc9-a09e-5a41e73c2738,"5163,3652 5266,3652 5266,3703 5163,3705",
f5ccf70d-e938-4d49-b8bd-1eaef6e165ba,c1c5ae3e-5259-4951-be7b-b08ff294eade,"5766,3651 5833,3651 5833,3702 5766,3702",v
f5ccf70d-e938-4d49-b8bd-1eaef6e165ba,line_4b7157b7-9d2d-4056-9f55-0c358aea768a,"5807,3654 5901,3651 5901,3702 5807,3702",G
f5ccf70d-e938-4d49-b8bd-1eaef6e165ba,e8c5ea99-9e5e-4b92-b8fd-1d65f25b8c44,"5718,3718 5908,3718 5908,3769 5718,3769",2
f5ccf70d-e938-4d49-b8bd-1eaef6e165ba,df8a4097-bbf0-4668-89fe-0ca8f9201b7e,"5086,3789 5385,3786 5385,3837 5086,3841",G
f5ccf70d-e938-4d49-b8bd-1eaef6e165ba,line_8f47e3d4-b85e-4f84-8c5a-de96f1e80ea9,"5770,3783 5888,3783 5888,3834 5770,3834",2
f5ccf70d-e938-4d49-b8bd-1eaef6e165ba,f242ef5b-ce22-4fd4-9eae-9e535b2922ad,"5129,3853 5428,3850 5428,3901 5129,3901",G
ba46191a-ef1c-40e5-aaf9-d0829f15d494,line_09fc2d91-c962-450f-b18f-00bfe12c5db9,"7037,316 7146,316 7162,328 7206,328 7241,359 7301,354 7301,405 7037,405",den
b921b656-832a-41cc-880b-a3fb784b23e3,line_5efccc98-9868-43e9-9eaf-daefd2ef8c4b,"7290,304 7645,304 7686,338 7686,389 7363,395 7290,403",30 - 21 - 36
region_60d48820-fded-47d9-8d64-7c05eb1f939a,d94ccce2-fe19-4959-94c3-0c9f60979a56,"7367,422 7504,422 7540,457 7571,457 7600,485 7612,474 7621,477 7621,527 7612,521 7584,548 7572,548 7516,603 7367,603",18890
region_93ee4ea4-4f2b-4269-a88b-2a5e4a95c90f,cc7259f2-ae9b-40f8-9175-e9263938fbc3,"7031,641 7634,654 7634,705 7031,707",OP MERRINOEN.
e9daedd0-89f8-44f5-b4b6-81bed692d519,line_8e85c27e-8221-4d5d-b139-e03d31ccde63,"7005,872 7191,883 7207,899 7551,899 7579,924 7647,924 7672,949 7672,1001 7667,997 7653,1007 7611,1003 7584,1023 7425,1019 7407,1035 7363,1035 7211,1030 7191,1011 7115,1011 7084,1038 7063,1030 7050,1041 7027,1039 7005,1061",",, :n J: an alen /: aer,,"
e9daedd0-89f8-44f5-b4b6-81bed692d519,ee48812c-bc04-4f45-b433-081f992cb943,"7037,1028 7078,992 7110,1001 7129,1018 7169,1018 7169,1069 7156,1061 7140,1074 7125,1068 7104,1082 7095,1073 7037,1073",1n 1u1
e9daedd0-89f8-44f5-b4b6-81bed692d519,line_1f13c387-c056-49e2-be1f-a20922a2ff29,"7293,1028 7407,1033 7424,1020 7639,1020 7639,1071 7343,1069 7312,1092 7293,1084",
e9daedd0-89f8-44f5-b4b6-81bed692d519,line_37650d4c-66ad-4fff-8549-1f4875c535e8,"7049,1088 7091,1088 7114,1098 7163,1055 7231,1054 7247,1062 7289,1062 7314,1087 7343,1070 7487,1070 7499,1082 7624,1082 7624,1133 7247,1133 7227,1151 7195,1150 7183,1138 7049,1138",
e9daedd0-89f8-44f5-b4b6-81bed692d519,line_9f6a976c-5b7c-412f-b724-b9ed32bff930,"7042,1138 7184,1138 7200,1150 7471,1153 7487,1169 7565,1169 7595,1186 7605,1178 7621,1185 7630,1180 7656,1202 7656,1254 7639,1247 7599,1263 7324,1263 7292,1294 7277,1298 7248,1269 7223,1270 7207,1286 7168,1280 7110,1226 7042,1226","Wolens el, Jen: Lankhorseg"
e9daedd0-89f8-44f5-b4b6-81bed692d519,fea385cb-d333-4716-8c38-10caedcff6e1,"6988,1254 7021,1254 7057,1290 7095,1255 7130,1288 7193,1288 7205,1294 7229,1271 7244,1270 7276,1302 7292,1294 7632,1294 7652,1298 7669,1312 7669,1364 7656,1359 7639,1375 7158,1371 7020,1362 6988,1386",fues: E. O. Vrid. Honds vorceren
e9daedd0-89f8-44f5-b4b6-81bed692d519,line_334652bc-e884-41ab-9a13-8453a367783f,"7049,1366 7115,1366 7186,1378 7521,1382 7561,1421 7652,1421 7661,1430 7673,1428 7673,1480 7659,1489 7521,1477 7473,1482 7461,1470 7451,1478 7439,1466 7404,1486 7397,1479 7290,1473 7135,1473 7123,1462 7107,1462 7071,1432 7049,1432",2 Widripoeis
e9daedd0-89f8-44f5-b4b6-81bed692d519,line_0d1ec40c-1740-4758-a2db-498e37809480,"7054,1432 7072,1432 7083,1443 7094,1437 7136,1471 7399,1476 7410,1483 7437,1467 7463,1483 7518,1475 7526,1483 7648,1483 7659,1490 7659,1542 7653,1548 7546,1535 7327,1531 7279,1540 7263,1527 7112,1527 7081,1552 7054,1552",anyonmen i Raskidii
e9daedd0-89f8-44f5-b4b6-81bed692d519,line_47e04f98-1660-4438-b899-38b2f59ac879,"7028,1551 7078,1551 7102,1527 7137,1526 7269,1530 7281,1539 7360,1530 7372,1542 7536,1542 7610,1546 7617,1553 7647,1546 7666,1562 7676,1558 7676,1609 7608,1612 7559,1605 7551,1612 7544,1605 7480,1601 7265,1605 7246,1621 7028,1621",dm: 8 Februarij 1ij 78
e9daedd0-89f8-44f5-b4b6-81bed692d519,line_9af1586c-ddeb-4610-b771-2ce901e0ac6e,"7242,1597 7549,1604 7549,1655 7242,1653",6
e9daedd0-89f8-44f5-b4b6-81bed692d519,a8a481bb-5122-4b6c-bd1e-e3589c2e483d,"7282,1648 7450,1648 7450,1699 7282,1699",2
e9daedd0-89f8-44f5-b4b6-81bed692d519,line_46615cac-4d37-4ca1-a96e-46f0ef94a196,"7039,1633 7174,1633 7174,1684 7039,1697",
e9daedd0-89f8-44f5-b4b6-81bed692d519,e5932c1c-4b7c-4010-9144-7e3a520c4431,"6991,1724 7026,1728 7053,1702 7189,1702 7189,1753 7033,1760 7018,1771 6991,1771",v
e9daedd0-89f8-44f5-b4b6-81bed692d519,fe4ab4d1-3d4d-4b5c-813c-185e7ed04d13,"7275,1700 7455,1700 7455,1751 7275,1752",1
e9daedd0-89f8-44f5-b4b6-81bed692d519,line_9eae5945-092e-442d-80e7-e1c9bda46218,"6987,1769 7186,1763 7186,1814 6987,1817",2
e9daedd0-89f8-44f5-b4b6-81bed692d519,c407b36b-dc5b-4da4-9094-0b40c69bc328,"7259,1755 7492,1766 7492,1817 7259,1822",2
e9daedd0-89f8-44f5-b4b6-81bed692d519,line_11e8cbac-92ba-448a-9d5f-6ae3f2a189af,"7027,1816 7127,1816 7127,1867 7027,1867",
e9daedd0-89f8-44f5-b4b6-81bed692d519,line_551099c1-2f8f-4873-a62a-5f079b516cbf,"7308,1831 7473,1831 7473,1882 7308,1880",1
e9daedd0-89f8-44f5-b4b6-81bed692d519,c8f2dfcb-a97f-447e-903e-a18888f005a4,"7031,1882 7142,1882 7142,1933 7031,1933",
e9daedd0-89f8-44f5-b4b6-81bed692d519,line_4bdb06ca-5f16-4155-b322-bc9633ea506e,"7313,1890 7430,1890 7437,1897 7465,1897 7465,1948 7313,1950",2
d8d7c65a-d0df-4373-b5ca-6693005ecdba,line_39c3da82-06c2-4920-80cc-001b090dfa3a,"7303,2017 7634,2017 7634,2068 7303,2068",G
d8d7c65a-d0df-4373-b5ca-6693005ecdba,f69a704d-74d2-48f9-ae42-a411aefdb81c,"7324,2079 7644,2080 7644,2131 7324,2131",G
a68137d7-3bde-46d9-b6ac-41cc7834c7b7,line_82d48fdb-a6a5-47ae-8a1c-97b9c315e939,"7009,2437 7611,2444 7658,2491 7680,2497 7680,2549 7639,2555 7627,2567 7335,2570 7299,2566 7278,2554 7265,2567 7009,2570",ven e Mamet  e o en e ee
region_32fd93fd-26c0-4a3c-9c55-24eec530915a,e7e76e02-8fca-434b-8415-4e227002a655,"5712,2637 5918,2637 5930,2629 5956,2629 5968,2617 6004,2605 6086,2524 6229,2524 6237,2532 6282,2537 6337,2530 6365,2530 6372,2537 6557,2536 6569,2548 6590,2549 6613,2533 6626,2544 6677,2512 6725,2512 6733,2520 6927,2520 6959,2552 6986,2553 7021,2588 7045,2576 7121,2576 7149,2604 7174,2604 7193,2617 7235,2616 7255,2636 7276,2621 7289,2631 7315,2605 7340,2597 7476,2601 7504,2589 7540,2588 7647,2588 7689,2625 7689,2677 7025,2677 6997,2693 5712,2697",1 kemen   adaaa aaeka Isare Wilbert. hort 1
region_32fd93fd-26c0-4a3c-9c55-24eec530915a,line_31885d37-97b9-473f-b6f2-033744267b80,"6810,2707 6959,2707 7031,2677 7043,2686 7242,2686 7278,2718 7300,2718 7320,2738 7338,2743 7417,2738 7498,2745 7498,2797 7492,2803 7433,2803 7409,2827 7274,2826 7254,2842 7194,2842 7151,2803 7132,2802 7120,2790 7051,2790 7035,2774 6931,2779 6917,2768 6810,2768",Rotterdom
region_32fd93fd-26c0-4a3c-9c55-24eec530915a,line_52c0cafc-a59e-4539-846d-a6b8663c537c,"7481,2775 7658,2775 7671,2761 7671,2812 7481,2811",
region_32fd93fd-26c0-4a3c-9c55-24eec530915a,line_4dd1589c-d0f3-4aad-a3e6-6ec9ff5b610b,"7544,2828 7620,2828 7620,2879 7544,2879",d
de8cf5b4-3955-4a00-8185-fee950298ef3,e5e78356-88f8-4311-9e15-2beaf444eb1c,"7239,2871 7313,2871 7333,2888 7637,2888 7637,2939 7568,2949 7540,2976 7524,2977 7488,3013 7397,3012 7381,3025 7333,3037 7317,3053 7239,3061",
de8cf5b4-3955-4a00-8185-fee950298ef3,dfbfff4a-d2af-4c25-ba9b-1028f00952f0,"7261,3089 7407,3093 7446,3059 7459,3059 7458,3112 7382,3112 7261,3156",.
de8cf5b4-3955-4a00-8185-fee950298ef3,b4f00d53-5200-45e0-bba4-4d82733ec263,"7289,3145 7334,3130 7437,3130 7437,3181 7289,3183",1
de8cf5b4-3955-4a00-8185-fee950298ef3,line_00aae359-436a-4064-94d1-d548c6ba4a2c,"7240,3199 7463,3195 7463,3246 7240,3246",2
de8cf5b4-3955-4a00-8185-fee950298ef3,line_2fe4b05a-87d5-4af2-8fdd-c2ba7aa60dfb,"7528,3253 7670,3258 7668,3313 7528,3313",d
de8cf5b4-3955-4a00-8185-fee950298ef3,line_0247915f-a3b8-4fe7-8842-bfcc8ca7ed1f,"7225,3260 7421,3260 7421,3311 7225,3311",2
de8cf5b4-3955-4a00-8185-fee950298ef3,line_3779f0ec-8e08-4f28-b6cc-5a6bfcd1a99c,"7247,3312 7386,3312 7386,3363 7247,3364",2
de8cf5b4-3955-4a00-8185-fee950298ef3,efe38585-fd60-47f6-98e0-490409c040a1,"7544,3311 7625,3311 7625,3362 7544,3362",
de8cf5b4-3955-4a00-8185-fee950298ef3,line_2a225b23-4d51-4993-9088-ba86119340db,"7496,3378 7652,3378 7652,3429 7496,3429",1
de8cf5b4-3955-4a00-8185-fee950298ef3,line_0094e4b8-197b-4c10-8b75-54e3e17ff9ea,"7261,3379 7399,3379 7399,3430 7261,3432",2
de8cf5b4-3955-4a00-8185-fee950298ef3,line_249f5ead-9a00-46fe-9693-19f4c49acadd,"7445,3442 7639,3442 7639,3493 7445,3493",G
de8cf5b4-3955-4a00-8185-fee950298ef3,a3357d20-b6ed-4638-8736-f7320aa18c8f,"7231,3443 7400,3443 7400,3494 7231,3494",1
de8cf5b4-3955-4a00-8185-fee950298ef3,da8a79b2-cb66-41d6-9849-d7cdc09602d9,"7470,3509 7605,3509 7605,3560 7470,3560",2
de8cf5b4-3955-4a00-8185-fee950298ef3,line_9608dc6f-e3e0-45c1-a1a0-468146ad2f33,"7442,3561 7590,3561 7590,3612 7442,3613",1
de8cf5b4-3955-4a00-8185-fee950298ef3,line_47394d85-9944-4d7a-8a2c-4419920d3b7d,"7222,3561 7383,3561 7383,3612 7263,3614 7255,3622 7222,3622",1
de8cf5b4-3955-4a00-8185-fee950298ef3,line_716a37d9-34eb-4efd-a0ee-67589b52e558,"7411,3629 7583,3626 7583,3677 7411,3683",1
de8cf5b4-3955-4a00-8185-fee950298ef3,b8b69fab-2d26-411e-a4de-04ea52ffc1aa,"7237,3628 7374,3628 7374,3679 7237,3679",2
de8cf5b4-3955-4a00-8185-fee950298ef3,a9b129d4-f2d0-46bb-992f-383780c1564b,"7398,3693 7549,3693 7549,3744 7398,3744",2
de8cf5b4-3955-4a00-8185-fee950298ef3,bd147062-5e87-4ad5-9e34-8d30a409c37f,"7204,3695 7387,3695 7387,3746 7204,3746",1
de8cf5b4-3955-4a00-8185-fee950298ef3,e62cbff2-018c-4131-900d-637f6740d5f6,"7379,3743 7541,3743 7541,3794 7379,3804",2
de8cf5b4-3955-4a00-8185-fee950298ef3,line_1e0de480-4353-4206-ba19-f3f245a50085,"7212,3759 7372,3759 7372,3810 7212,3810",1
de8cf5b4-3955-4a00-8185-fee950298ef3,c2592574-8ea7-4c58-8291-bed5c4faa82a,"7396,3811 7525,3811 7525,3862 7396,3862",2
de8cf5b4-3955-4a00-8185-fee950298ef3,line_6a478c6d-4dce-495a-918d-db59225a6a68,"7556,3879 7675,3879 7683,3873 7683,3925 7556,3931",d
de8cf5b4-3955-4a00-8185-fee950298ef3,e48943e2-7207-4059-a116-86d49f933984,"7368,3879 7552,3876 7552,3927 7368,3927",G
de8cf5b4-3955-4a00-8185-fee950298ef3,line_307eaf7b-2e9d-4165-a04d-de39d4e1f3db,"7266,3878 7349,3878 7349,3929 7266,3929",
region_4eee1ea9-72b2-4a19-9044-64322566a5ca,line_8d9f6556-af53-40b2-bf19-c5a6397679bd,"5972,3229 6054,3230 6062,3222 6102,3218 6349,3213 6932,3217 6932,3268 6927,3262 6835,3262 6803,3289 6460,3284 6341,3289 6334,3296 6133,3296 6088,3285 6081,3292 6073,3286 6052,3292 6022,3272 5972,3276",",,     2. 1. --. 11. --. 1. 9. 5. Linin M in 29: Mu"
region_4eee1ea9-72b2-4a19-9044-64322566a5ca,line_3a089d6d-1de6-476e-8529-fc6082abf0aa,"5925,3273 6019,3272 6036,3276 6055,3293 6071,3286 6082,3293 6089,3286 6103,3293 6129,3287 6147,3297 6331,3297 6339,3289 7033,3285 7051,3269 7175,3269 7183,3261 7232,3261 7232,3312 7209,3318 7177,3309 7003,3317 6941,3373 6753,3372 6740,3380 6659,3380 6629,3352 6576,3338 6527,3342 6512,3353 6503,3346 6455,3346 6447,3353 6435,3346 6418,3356 6411,3349 6388,3365 6356,3353 6289,3357 6280,3366 6248,3357 6172,3361 6127,3318 6110,3317 6098,3305 5925,3301",".. f. --. ,,. --. . 9  n dragen. van het . I: E.n"
region_4eee1ea9-72b2-4a19-9044-64322566a5ca,c60feff1-a03b-4329-a841-5dacc86dd78a,"7038,3371 7048,3370 7064,3383 7223,3381 7223,3432 7095,3435 7038,3487",
region_4eee1ea9-72b2-4a19-9044-64322566a5ca,d931ea23-82e7-4fab-b9a8-ee8885099084,"6229,3463 6287,3463 6303,3447 6331,3443 6578,3444 6594,3455 6690,3455 6706,3442 7010,3447 7010,3498 6554,3503 6538,3519 6498,3514 6479,3530 6399,3522 6347,3522 6336,3530 6229,3530",metnate plsspr  I.
region_4eee1ea9-72b2-4a19-9044-64322566a5ca,line_1311194c-e0f5-47b9-842e-3706f82f442a,"7056,3447 7217,3447 7217,3498 7056,3500",
region_4eee1ea9-72b2-4a19-9044-64322566a5ca,line_035f819f-d931-4cca-880d-0ef652a139f3,"6246,3519 6480,3530 6499,3514 6667,3517 6667,3568 6562,3573 6534,3585 6527,3578 6372,3573 6246,3581",
region_4eee1ea9-72b2-4a19-9044-64322566a5ca,f6765f8a-9e86-47d2-814f-d0696e4e009c,"6720,3514 7034,3515 7034,3566 6720,3568",G
region_4eee1ea9-72b2-4a19-9044-64322566a5ca,line_6c7631fd-ba04-4688-b998-fe5a4ed3aa6b,"7036,3545 7051,3543 7082,3512 7388,3511 7388,3562 7058,3570 7036,3558",
region_4eee1ea9-72b2-4a19-9044-64322566a5ca,line_8b93de76-e744-42f1-b30f-623ec37715e9,"6253,3579 6319,3579 6331,3571 6372,3571 6379,3578 6517,3578 6543,3594 6571,3574 6979,3570 6987,3578 7044,3577 7044,3629 6999,3624 6904,3635 6419,3632 6395,3655 6371,3655 6355,3671 6253,3671",",, I Brij. 9. Aan n k Aen en ten e n Joeem an e p f f"
region_4eee1ea9-72b2-4a19-9044-64322566a5ca,line_5b2e0db9-d840-434b-855c-e9f54c991bd6,"7055,3580 7231,3577 7231,3628 7055,3628",
region_4eee1ea9-72b2-4a19-9044-64322566a5ca,b5b40456-33f1-4890-b827-52370c148548,"7086,3629 7206,3629 7206,3680 7086,3682",
region_4eee1ea9-72b2-4a19-9044-64322566a5ca,line_25b15336-8eb0-4f06-a697-165620ece934,"6342,3671 6404,3649 6688,3649 6688,3700 6677,3706 6575,3706 6563,3718 6342,3718",G
region_4eee1ea9-72b2-4a19-9044-64322566a5ca,c0852bfa-6677-467d-832e-bb59898ab6b1,"6757,3647 7031,3647 7031,3698 6757,3697",G
region_4eee1ea9-72b2-4a19-9044-64322566a5ca,line_8d0cc35f-19f1-4e34-8da2-fa859189ed5e,"6808,3703 7044,3698 7044,3750 6808,3753",G
region_4eee1ea9-72b2-4a19-9044-64322566a5ca,line_47a281d7-e846-4975-bbd5-f4ed92604813,"7075,3696 7247,3696 7247,3747 7075,3749",1
region_4eee1ea9-72b2-4a19-9044-64322566a5ca,e01bc668-ecbd-4d17-9274-99f1a8b90ea6,"6357,3717 6672,3714 6672,3765 6357,3761",2
region_4eee1ea9-72b2-4a19-9044-64322566a5ca,line_402f058b-09cd-4806-b48c-4964f82668e5,"6860,3766 7029,3766 7029,3817 6860,3817",1
region_4eee1ea9-72b2-4a19-9044-64322566a5ca,line_47e7d41f-48f0-4aa6-a3de-d6871e2906d0,"7080,3762 7227,3762 7227,3813 7080,3811",1
region_4eee1ea9-72b2-4a19-9044-64322566a5ca,line_031271df-5249-4f21-b8cc-ed9516663a1b,"6858,3815 7003,3815 7043,3807 7067,3831 7067,3883 7050,3874 7042,3881 6858,3881",1
region_4eee1ea9-72b2-4a19-9044-64322566a5ca,line_42beb90c-e280-45eb-917f-a44798634d02,"7107,3828 7197,3828 7197,3879 7107,3879",G
region_4eee1ea9-72b2-4a19-9044-64322566a5ca,e35728cf-6f47-4a87-9163-a0974659b896,"7109,3879 7214,3879 7214,3930 7109,3936",
region_4eee1ea9-72b2-4a19-9044-64322566a5ca,afb8bd41-5344-4fee-9565-467102709dbd,"6466,3900 6755,3900 6755,3951 6466,3948",G
region_4eee1ea9-72b2-4a19-9044-64322566a5ca,line_827cb01b-edb5-4f5c-b870-8a0cf41817ff,"6913,3918 7041,3918 7069,3896 7069,3947 7048,3941 7041,3948 6913,3948",kh. . .
ff1350a9-208e-4232-8e10-f47ca922d879,line_87824125-d85e-4839-9981-058906ff0e2a,"4385,3355 4482,3355 4482,3406 4385,3406",G
ff1350a9-208e-4232-8e10-f47ca922d879,line_6531cee3-a8bb-48fc-a88d-81fb455db0cb,"4366,3419 4484,3419 4484,3470 4366,3470",2
region_50d7808d-4f9b-46e9-988b-5cd9d70bb40e,line_3a44a691-4395-40be-b942-7c95468ee525,"4402,3860 4857,3854 4857,3905 4402,3905",G
region_923b83c1-15ce-45ba-9cb6-0c3001a020aa,line_19a048e5-462b-41df-9606-2a6a20337619,"7064,4089 7111,4088 7125,4075 7131,4080 7230,4000 7254,4000 7270,4016 7454,4016 7494,4056 7586,4060 7598,4072 7630,4064 7642,4073 7676,4073 7695,4059 7695,4110 7558,4106 7474,4180 7462,4180 7446,4164 7420,4164 7410,4154 7226,4159 7186,4120 7153,4145 7125,4124 7064,4124",vnen en en enenen e es e
region_923b83c1-15ce-45ba-9cb6-0c3001a020aa,line_009267d9-480e-4fa4-9178-5b4556388653,"6927,4064 7049,4062 7068,4081 7068,4133 7046,4142 6927,4142",1
region_923b83c1-15ce-45ba-9cb6-0c3001a020aa,line_84fff51c-bc8e-47ea-9f1a-1ea34667b887,"7170,4132 7327,4128 7327,4179 7223,4177 7192,4204 7170,4196",
region_923b83c1-15ce-45ba-9cb6-0c3001a020aa,ed830e47-166e-411d-894c-036506053fa9,"6910,4143 6944,4143 6980,4167 7046,4167 7088,4128 7126,4127 7142,4143 7168,4128 7187,4131 7203,4147 7267,4147 7275,4155 7428,4155 7463,4179 7475,4179 7504,4155 7526,4151 7533,4158 7590,4104 7623,4104 7638,4116 7684,4116 7700,4127 7715,4125 7715,4176 7674,4177 7642,4196 7586,4196 7538,4212 7427,4216 7355,4228 7188,4228 7177,4239 7155,4243 7069,4243 7044,4254 6910,4254",ene k M  J
